"shipping_date","seller_name","buyer_name","buyer_address","buyer_city","buyer_zipcode","kode_resi"
"2022-12-16","Apotek Rio Bekasi","Evelyn Luciana Soeyapto","Jl Lodan Raya 1 Bl BE","Jakarta Pusat","15959","99752022121520221216100274"
"2022-12-16","Central_Distro","Ewik Hendri","Jl Jawa V Bl C/24","Jakarta Pusat","16677","101712022121520221216106128"
"2022-12-16","snapy","Betty Ang","Jl Kakap III 25","Jakarta Selatan","17260","1032020221215202212164581"
"2022-12-16","lbagstore","Hiswara Natawindjaja","Jl Raya Cakung Cilincing Gud Inkopal","Jakarta Barat","17159","10170202212152022121611210"
"2022-12-16","herbalaku","Darminto","Jl Sukanagara 21","Kota Bandung","16297","9924202212142022121671307"
"2022-12-16","Lalulaku","Darmadi Karjanto Putro","Jl Pinangsia III/15","Jakarta Pusat","17167","105152022121420221216686"
"2022-12-16","House of Smith Official","Bintoro Wong","Jl Talang Ujung 40 D","Jakarta Pusat","15341","10147202212132022121650118"
"2022-12-16","PANDA RETAIL SOLUTIONS","Bimo Surono","Jl Lodan 23","Jakarta Pusat","16487","1003120221213202212164860"
"2022-12-16","Tissor Official","Alwijaya Aw","Jl Laks L RE Martadinata 279","Jakarta Barat","16844","105792022121420221216562"
"2022-12-16","Online Kios","Alvin Gozali","Jl Kopo Ruko Kopo Permai Bl 6 AR/17","Kota Bandung","16263","109142022121320221216368"
"2022-12-16","Wardah Official","Muddai Madang","Jl Nibung Raya 129","Sumatera Utara","16421","103562022121320221216123251"
"2022-12-16","GrosirPakaianRajut","Benjamin Subrata","Jl Empu Sendok 30","Jakarta Selatan","16045","10137202212152022121636186"
"2022-12-16","Freestyle-Official","BEATRICE EL","Jl Kb Jeruk 10","Jakarta Selatan","17233","9709202212142022121630119"
"2022-12-16","simplicityapparel","Fabian Gelael","Jl Prof Surya Sumantri 16","Kota Bandung","16319","107092022121420221216108154"
"2022-12-16","SUN INDONESIA","Basuiki Puspoputro","Jl Kb Jati C-14/54","Kota Bandung","17064","1050320221213202212162483"
"2022-12-16","Apotek Bintang 7","Johanes Herkiamto","Jl Raya Kalimalang 1","Jakarta Selatan","16882","107582022121420221216122311"
"2022-12-16","Monellina Fashion","Alwi Alatas","Jl Tanjung 2","Kota Solo","17087","1050020221213202212164179"
"2022-12-16","CARTEXBLANCHE","Bernie Prajoga","Jl Casa 2","Kota Bandung","16858","10944202212152022121644209"
"2022-12-16","LT Pro Official","Christiana Halim","Jl Mampang Prapatan Raya 18","Jakarta Pusat","17224","10615202212142022121663257"
"2022-12-16","Berkah Natural Bersama","JENNY WIDJAJA","Jl Hayam Wuruk 120","Jakarta Barat","15841","96582022121520221216116266"
"2022-12-16","Clouwny","Muhammad Alatas","Jl Psr Blauran Baru C/3","Kota Pasuruan","16687","104972022121320221216127206"
"2022-12-16","mandjur","Efrem Wardhana","Jl Salemba Raya Psr Kenari AKS 12","Jakarta Pusat","16239","10464202212142022121688285"
"2022-12-16","play with kiddos","Andre Abdi","Jl Mangga Besar XIII RT 12/02","Jakarta Selatan","15173","10667202212152022121619113"
"2022-12-16","inayafashion","Christian Sugiarto","Jl Cikini Raya 90 Hias Rias Plaza","Jakarta Pusat","15190","10391202212152022121662178"
"2022-12-16","Apotek Provita","Andiko Ardi Purnomo","Jl Cipinang Cempedak II 14","Jakarta Selatan","16266","10099202212142022121618304"
"2022-12-16","DUNIA COMPUTER & SERVICE","Emily Waty Setiawan","Jl Lautze 87","Jakarta Pusat","17176","994420221214202212169993"
"2022-12-16","Nazava Water Filters","Muhammad Alatas","Jl Psr Blauran Baru C/3","Kota Pasuruan","16687","9994202212132022121612732"
"2022-12-16","Mother of Pearl by Tasya Farasya","Alwijaya Aw","Jl Laks L RE Martadinata 279","Jakarta Barat","16844","1042220221213202212165239"
"2022-12-16","PURBASARI INDONESIA","Jenny Elisabeth RG","Jl P Tubagus Angke 11 K-L","Jakarta Barat","15906","106292022121320221216115249"
"2022-12-16","PINKFLASH OFFICIAL STORE","Emily Stephana Djauhari","Jl Tabanas 22 Kompl Bank","Jakarta Pusat","17000","11083202212132022121698233"
"2022-12-16","Pigeon Teens Indonesia","Andre Johannes Mamuaya","Jl Arjuna III/15","Jakarta Selatan","15636","10058202212132022121620237"
"2022-12-16","Water.Online.Shop","Andre Johannes Mamuaya","Jl Arjuna III/15","Jakarta Selatan","15636","976720221215202212162055"
"2022-12-16","Mesindo Jaya","BELLYANAWATY BUDIMAN","Jl Pangkalan","Jakarta Selatan","15508","9978202212132022121632220"
"2022-12-16","Zazah Queen",NULL,NULL,NULL,NULL,"9769202212142022121627"
"2022-12-16","Emina Official Store","BELLYANAWATY BUDIMAN","Jl Pangkalan","Jakarta Selatan","15508","10546202212142022121632234"
"2022-12-16","X-Urband Official","Belinda Natalia Tanoko","Jl Kutisari Raya 12","Kota Pasuruan","16899","9786202212152022121631124"
"2022-12-16","Deli Stationery","Bayu Prawitasari","Jl Rajawali 24","Sumatera Utara","16282","990820221214202212162656"
"2022-12-16","luxcrime","Benjamin Wong Siong Yuit","Jl Kenyeri","Kota Denpasar","15743","9792202212152022121637227"
"2022-12-16","Markotashop","Bing Gondosubroto","Jl Prof Dr Latumeten 23","Jakarta Pusat","16339","10056202212152022121649189"
"2022-12-16","bintang888","Beng Phiau","Jl Baskara Sari 92","Kota Pasuruan","17038","10219202212142022121634300"
"2022-12-16","majafashionhouse","Christiana Niowni","Jl Peta 62","Kota Bandung","17147","10874202212132022121664187"
"2022-12-16","Deli Stationery","Andre S Prijono","12550 Workshop ","Jakarta Selatan","15339","1002120221215202212162156"
"2022-12-17","Parayu official shop","Ananda Soewono","Jl Gorontalo 9","Jakarta Utara","16147","9711202212162022121710176"
"2022-12-17","AMC Onlineshop","Darmoseputro","Jl Asia Afrika Plaza Senayan","Jakarta Pusat","15472","9712202212162022121774299"
"2022-12-17","Goto Living","Johan Soedibjo","Jl Probolinggo 5","Jakarta Barat","17273","10923202212142022121711836"
"2022-12-17","Fesyana Store","Christiana Niowni","Jl Peta 62","Kota Bandung","17147","9969202212152022121764190"
"2022-12-17","F2_Sweater","Andre Abdi","Jl Mangga Besar XIII RT 12/02","Jakarta Selatan","15173","10789202212142022121719181"
"2022-12-17","Menjual Serba Ada","David Alexander Yuwono","Jl Dr Cipto 48 A","Kota Solo","15318","10876202212142022121780162"
"2022-12-17","Electron","Benny Setiawan","Jl CiKota Denpasargo 225","Jakarta Selatan","16697","1079320221216202212173973"
"2022-12-17","play with kiddos","BENNY IRSJAD","Jl Dr Setiabudhi 315","Jakarta Selatan","15258","10063202212142022121738113"
"2022-12-17","ArEr fashion","Eiffel Tedja","Jl Kwitang Raya 8 Ged Senatama","Jakarta Pusat","16366","10344202212152022121789133"
"2022-12-17","play with kiddos","Danny Tjiu","Jl Tebet Brt I/2","Jakarta Pusat","16429","9724202212152022121765113"
"2022-12-17","Lalulaku","Belinda Natalia Tanoko","Jl Kutisari Raya 12","Kota Pasuruan","16899","99632022121520221217316"
"2022-12-17","BioCloud Absensi Online","BENNY IRSJAD","Jl Dr Setiabudhi 315","Jakarta Selatan","15258","1027720221216202212173889"
"2022-12-17","bintang888","Andi Pravidia Saliman","Jl Angkasa Bl B-7/8","Jakarta Utara","15829","10149202212152022121716300"
"2022-12-17","Derossa store","Darmansjah Darsono","Jl Bantir 10 50651","Kota Solo","15323","10301202212142022121769140"
"2022-12-17","Indah Jaya Tools",NULL,NULL,NULL,NULL,"10892202212152022121720"
"2022-12-17","Ultima II Official Store","Efendi Boedhiman","Jl Pejaten Brt 10 A","Jakarta Selatan","16965","10718202212152022121786261"
"2022-12-17","LT Pro Official","Christian Sandy Rachmat","Jl Tmn Surya","Jakarta Pusat","15476","9926202212142022121761257"
"2022-12-17","bintang888","Beny Haryanto","Jl Karbela Brt 9 RT 004/04","Jakarta Selatan","17216","11082202212162022121742300"
"2022-12-17","Fesyana Store","Irwan Hermanto","Jl Albaido I 29-30","Jakarta Barat","15246","110502022121520221217113190"
"2022-12-17","Nazava Water Filters","Bimo Pramudyo Soekarno","Jl Mutiara I 10","Jakarta Pusat","16667","1085120221215202212174732"
"2022-12-17","KremlinOfficial","Eka Sinto Kasih Tjia","Jl Sri Tanjung Pd Wage Indah F/17-19","Kota Pasuruan","15430","10812202212162022121790122"
"2022-12-17","happymartonline","Elsa Djauhari","Jl Ngagel Tirtosari 19","Kota Pasuruan","16072","108542022121620221217929"
"2022-12-17","Lsean","Muhammad Aksa Mahmud","Jl Raya Semarang-Purwodadi Km 17 Semarang","Kota Solo","15494","9747202212152022121712634"
"2022-12-17","PUTRI_GROUP","David Kristian","Jl Gedeh 30-A","Sumatera Utara","15313","10439202212162022121781215"
"2022-12-17","Aisyah Herbalindo","Hioe Isenta and Ivy Lianawati","Jl Raya Alternatif Cibubur 23","Jakarta Pusat","17067","97722022121420221217110263"
"2022-12-17","Apotek Bintang 7","Christian Sandy Rachmat","Jl Tmn Surya","Jakarta Pusat","15476","10445202212142022121761311"
"2022-12-17","Wakata Living","Evie Raviana","Jl Tmn Duta Mas Bl B-4/2","Jakarta Pusat","15274","1015620221214202212171054"
"2022-12-17","COTTON GOODS STORE","Edy Suwarno","Jl Ciputat Raya 16","Jakarta Selatan","16820","9765202212142022121785157"
"2022-12-17","Saku Official","Hiramsyah Sambudhy Thaib","Jl Tmn Apsari 9 C","Kota Pasuruan","15419","108142022121620221217111110"
"2022-12-17","Livehaf Official","Muhammad Alatas","Jl Psr Blauran Baru C/3","Kota Pasuruan","16687","101592022121520221217127123"
"2022-12-17","ChinaTown","Bing Gondosubroto","Jl Prof Dr Latumeten 23","Jakarta Pusat","16339","990420221216202212174938"
"2022-12-17","Fahrich Official Shop","Evelyn Luciana Soeyapto","Jl Lodan Raya 1 Bl BE","Jakarta Pusat","15959","97612022121620221217100146"
"2022-12-17","Prepp Studio Official Store","Isenta Hioe","Jl Mandiri 9","Jakarta Barat","17224","98862022121620221217114134"
"2022-12-17","PSORIA Official","Darmawansjah Setiawan","Jl Raya Bekasi Km 25/95","Jakarta Pusat","16825","10900202212162022121770318"
"2022-12-17","Energi Herbals","Andreas Andikha Bunanta","Jl Mampang Prapatan Raya 106 Plaza Basmar","Jakarta Selatan","16591","10715202212152022121723262"
"2022-12-17","SWEPO Official Store","Emily Stephana Djauhari","Jl Tabanas 22 Kompl Bank","Jakarta Pusat","17000","9754202212152022121798197"
"2022-12-17","Deli Stationery","Bimo Pramudyo Soekarno","Jl Mutiara I 10","Jakarta Pusat","16667","994520221214202212174756"
"2022-12-17","MR12 Office","Elsa Djauhari","Jl Ngagel Tirtosari 19","Kota Pasuruan","16072","10474202212142022121792103"
"2022-12-17","simplicityapparel","Darwin Soegiatto","Jl Industri XXIV 988-989","Kota Solo","15213","10950202212142022121777154"
"2022-12-17","CENTURY HEALTHCARE","Andang Bachtiar","Jl Kedoya Akasia V Bl B/6 RT 006/04","Jakarta Utara","15394","10742202212152022121712275"
"2022-12-17","Hi-Cook Official","Bing Gondosubroto","Jl Prof Dr Latumeten 23","Jakarta Pusat","16339","1004920221215202212174935"
"2022-12-17","PINKFLASH OFFICIAL STORE","Efrem Wardhana","Jl Salemba Raya Psr Kenari AKS 12","Jakarta Pusat","16239","9809202212162022121788233"
"2022-12-17","Everlasting Gift","Benjamin Subrata","Jl Empu Sendok 30","Jakarta Selatan","16045","1038520221215202212173691"
"2022-12-17","SORU Indonesia","Elsa Djauhari","Jl Ngagel Tirtosari 19","Kota Pasuruan","16072","98552022121520221217923"
"2022-12-17","OTWOO Indonesia","Bayu Virgan Triyatno","Jl Kota Denpasarkpapan 29-31","Jakarta Selatan","15536","10704202212152022121727246"
"2022-12-17","Pigeon Teens Indonesia","Anak Agung Gde Agung","Jl Sisingamangaraja Km 5.5/10","Sumatera Utara","16555","998920221215202212179237"
"2022-12-17","officeXpres","Evi Wikarsa","Jl Dewi Sartika 357 C","Jakarta Pusat","15415","11061202212152022121710396"
"2022-12-17","SORU Indonesia","BEATRICE EL","Jl Kb Jeruk 10","Jakarta Selatan","17233","106522022121420221217303"
"2022-12-17","Sido Muncul Store","ELVIN TJANDRA","Jl Tebet Tmr Dalam 7-I/5","Jakarta Pusat","16610","10122202212152022121793276"
"2022-12-17","Lancar Jaya Store","Dany Subrata","Jl Metro Permata Bl A-2/33","Jakarta Pusat","15640","1093420221216202212176678"
"2022-12-17","Make Over Official Shop","Darwin Leo","Jl Cikini Raya 8","Jakarta Pusat","16509","10730202212152022121775224"
"2022-12-17","Gudang Jaket Tas","Elvira Pudjiwati","Jl Raya Pasar Minggu Bl B/12","Jakarta Pusat","16563","10729202212142022121795188"
"2022-12-17","anjarisshop","Anak Agung Gde Agung","Jl Sisingamangaraja Km 5.5/10","Sumatera Utara","16555","968720221215202212179177"
"2022-12-18","KremlinOfficial","Belinda Natalia Tanoko","Jl Kutisari Raya 12","Kota Pasuruan","16899","10423202212172022121831122"
"2022-12-18","To Sehat Jakarta","Hioe Isenta","Jl Pekayon 4","Jakarta Barat","16966","110572022121620221218109247"
"2022-12-18","lbagstore","Darmawansjah Setiawan","Jl Raya Bekasi Km 25/95","Jakarta Pusat","16825","1003820221215202212187010"
"2022-12-18","Madame Gie Official","Benny Setiawan","Jl CiKota Denpasargo 225","Jakarta Selatan","16697","10971202212152022121839252"
"2022-12-18","Modejacloth","Benny Tjokrosapoetro","Jl Cideng Tmr 38","Jakarta Selatan","15744","9869202212172022121841137"
"2022-12-18","AppShoppe","Johan Arifkaja Adi Lesmana","Jl Kertanegara 4","Jakarta Barat","16588","9867202212152022121811790"
"2022-12-18","A2F_STORE","Edy Susanto","Jl Gaperta Ujung 58","Sumatera Utara","16887","10964202212152022121884213"
"2022-12-18","Inteco Official Shop","BHAYANG SURYADIMADJA","Jl Gondangdia Lama 24","Jakarta Pusat","16116","1007320221215202212184637"
"2022-12-18","Satu Elektronik","Andi Gunawan Wibowo","Jl H Dilun Raya 113 Kel Ulujami Kec Pesanggrahan","Jakarta Utara","16276","1109120221217202212181525"
"2022-12-18","Livehaf Official","David Kristian","Jl Gedeh 30-A","Sumatera Utara","15313","10120202212152022121881123"
"2022-12-18","Eroc Official Store","Execorp Limited","Jl Raden Saleh Ruko Metro Permata Bl A-2/33","Jakarta Pusat","15758","10932202212152022121810759"
"2022-12-18","Rumix","Andhika Anindyaguna Hermanto","Jl Iskandarsyah II 2 Pasaraya Blok M","Jakarta Utara","15174","1090520221216202212181363"
"2022-12-18","Ultima II Official Store","Beng Phiau","Jl Baskara Sari 92","Kota Pasuruan","17038","10898202212162022121834261"
"2022-12-18","UTAMA_ELECTRONIC","Alvin Gozali","Jl Kopo Ruko Kopo Permai Bl 6 AR/17","Kota Bandung","16263","101752022121620221218312"
"2022-12-18","SANDANGMAS MULYA","Effendy Husin","Jl Ampera Raya Kav I/5 Ged Satmarindo Lt 2","Jakarta Pusat","16277","10893202212162022121887185"
"2022-12-18","Ung Sira Store","Edy Susanto","Jl Gaperta Ujung 58","Sumatera Utara","16887","10637202212172022121884135"
"2022-12-18","Raja Stationery","BEATRICE EL","Jl Kb Jeruk 10","Jakarta Selatan","17233","1054520221217202212183067"
"2022-12-18","Apotek Karunia Sehat Condet Kramat Jati","Ance Anggraeny","Jl Garuda Dlm I Bl B/47","Kota Bandung","16576","10203202212152022121811272"
"2022-12-18","j--fashion","Andre Abdi","Jl Mangga Besar XIII RT 12/02","Jakarta Selatan","15173","10208202212172022121819217"
"2022-12-18","sahabatmulya74","Fabian Gelael","Jl Prof Surya Sumantri 16","Kota Bandung","16319","108712022121620221218108107"
"2022-12-18","aldiano22 shop","Ben Morice","Jl Kembang Indah Utama Bl J-2 A/16-17","Jakarta Selatan","15951","1085020221217202212183388"
"2022-12-18","Apotek Rio Bekasi Selatan","Darmawansjah Setiawan","Jl Raya Bekasi Km 25/95","Jakarta Pusat","16825","10628202212172022121870284"
"2022-12-18","Central_Distro","Andre S Prijono","12550 Workshop ","Jakarta Selatan","15339","10273202212152022121821128"
"2022-12-18","K2 Official Store","Evi Yulisma Harahap","Jl Kerinci 19","Jakarta Pusat","16526","10278202212152022121810442"
"2022-12-18","Solusi Fingerprint","Andre Johannes Mamuaya","Jl Arjuna III/15","Jakarta Selatan","15636","1082820221215202212182066"
"2022-12-18","GrosirPakaianRajut","Benny Tjokrosapoetro","Jl Cideng Tmr 38","Jakarta Selatan","15744","9734202212172022121841186"
"2022-12-18","DUMA Official","Ewik Hendri","Jl Jawa V Bl C/24","Jakarta Pusat","16677","103282022121520221218106174"
"2022-12-18","Deli office automative","Benny Tjokrosapoetro","Jl Cideng Tmr 38","Jakarta Selatan","15744","1080220221215202212184164"
"2022-12-18","Deli office automative","Alwijaya Aw","Jl Laks L RE Martadinata 279","Jakarta Barat","16844","103542022121520221218564"
"2022-12-18","Mother of Pearl by Tasya Farasya","Alwi Alatas","Jl Tanjung 2","Kota Solo","17087","1061920221215202212184239"
"2022-12-18","luxcrime","Benny Tjokrosapoetro","Jl Cideng Tmr 38","Jakarta Selatan","15744","10376202212162022121841227"
"2022-12-18","NOSH","Beatrice El","Jl Tambak Anakan 9","Kota Pasuruan","17022","9938202212162022121829214"
"2022-12-18","F2_Sweater","Daswi Rayawang","Jl Sunan Giri 1 RT 012/15","Jakarta Pusat","17037","10424202212172022121879181"
"2022-12-18","TJJ shop","Johan Tandean","Jl Raya Kebayoran Lama Permata Kebayoran Plaza Bl A/12","Jakarta Barat","15719","968520221216202212181202"
"2022-12-18","Eroc Official Store","Christian Parlaungan Mulyanto","Jl Cipaku I 43","Jakarta Pusat","16393","968420221216202212186059"
"2022-12-18","StreetWearSupply","Bayu Irianto","Jl Soka 24","Kota Bandung","16999","10717202212152022121825138"
"2022-12-18","House of Smith Official","Daswi Rayawang","Jl Sunan Giri 1 RT 012/15","Jakarta Pusat","17037","10454202212162022121879118"
"2022-12-18","Berkah Natural Bersama","Alwi Alatas","Jl Tanjung 2","Kota Solo","17087","1045820221217202212184266"
"2022-12-18","Ojol Station","Christian Nainggolan","Jl Raya Ciracas 4","Jakarta Pusat","15285","9672202212162022121859139"
"2022-12-18","Gudang Jaket Tas","Andre Sukendra Atmadja","Jl Laksda M Nazir 11 U","Jakarta Selatan","16483","10483202212152022121822188"
"2022-12-18","luxcrime","Danny Tjiu","Jl Tebet Brt I/2","Jakarta Pusat","16429","10675202212162022121865227"
"2022-12-18","Beauty is Here","Evi Wikarsa","Jl Dewi Sartika 357 C","Jakarta Pusat","15415","104902022121620221218103232"
"2022-12-18","play with kiddos","ELVIN TJANDRA","Jl Tebet Tmr Dalam 7-I/5","Jakarta Pusat","16610","10668202212152022121893113"
"2022-12-18","VQ TECHNOLOGY","Benjamin Wong Siong Yuit","Jl Kenyeri","Kota Denpasar","15743","1064520221217202212183761"
"2022-12-18","Make Over Official Shop","ELVIN TJANDRA","Jl Tebet Tmr Dalam 7-I/5","Jakarta Pusat","16610","11006202212162022121893224"
"2022-12-19","zero plus","Bayu Irianto","Jl Soka 24","Kota Bandung","16999","1056020221217202212192569"
"2022-12-19","Dear Meee","Andiko Ardi Purnomo","Jl Cipinang Cempedak II 14","Jakarta Selatan","16266","1046020221216202212191852"
"2022-12-19","Apotek Lucky Star Jakut","Alvin Gozali","Jl Kopo Ruko Kopo Permai Bl 6 AR/17","Kota Bandung","16263","1045020221216202212193309"
"2022-12-19","YOU Beauty Official","Andre Sukendra Atmadja","Jl Laksda M Nazir 11 U","Jakarta Selatan","16483","10449202212172022121922225"
"2022-12-19","Toko obat palembang","Elvira Pudjiwati","Jl Raya Pasar Minggu Bl B/12","Jakarta Pusat","16563","10443202212162022121995267"
"2022-12-19","Deli Stationery","Beata Ida Hartono","Jl Tj Batu 21 J/11","Kota Pasuruan","16975","1043020221217202212192856"
"2022-12-19","Garaf Official","Beny Haryanto","Jl Karbela Brt 9 RT 004/04","Jakarta Selatan","17216","9691202212182022121942144"
"2022-12-19","look180","Muhammad Aksa Mahmud","Jl Raya Semarang-Purwodadi Km 17 Semarang","Kota Solo","15494","105272022121620221219126172"
"2022-12-19","play with kiddos","Emily Waty Setiawan","Jl Lautze 87","Jakarta Pusat","17176","10372202212172022121999113"
"2022-12-19","Mother of Pearl by Tasya Farasya","Johan Tandean","Jl Raya Kebayoran Lama Permata Kebayoran Plaza Bl A/12","Jakarta Barat","15719","109972022121820221219120239"
"2022-12-19","Apotek Rio Bekasi Selatan","Darwin Silalahi","Jl Banyumanik Raya 77","Kota Solo","17056","11022202212182022121976284"
"2022-12-19","Maxim Official Store","Elvina Jonas Jahja","Jl Kayu Putih 7 A 8 Pulo Gadung","Jakarta Pusat","17050","1076820221218202212199433"
"2022-12-19","Water.Online.Shop","Benny Setiawan","Jl CiKota Denpasargo 225","Jakarta Selatan","16697","1035320221216202212193955"
"2022-12-19","MR12 Office","Benjamin Subrata","Jl Empu Sendok 30","Jakarta Selatan","16045","9722202212172022121936103"
"2022-12-19","Raecca Official Store","Darmansjah Darsono","Jl Bantir 10 50651","Kota Solo","15323","10338202212162022121969259"
"2022-12-19","Quantum Home Appliances","David Alexander Yuwono","Jl Dr Cipto 48 A","Kota Solo","15318","996020221218202212198018"
"2022-12-19","X-Urband Official","Edy Susanto","Jl Gaperta Ujung 58","Sumatera Utara","16887","9733202212162022121984124"
"2022-12-19","Raja Stationery","Hioe Isenta and Ivy Lianawati","Jl Raya Alternatif Cibubur 23","Jakarta Pusat","17067","10317202212162022121911067"
"2022-12-19","Menjual Serba Ada","Evelyn Luciana Soeyapto","Jl Lodan Raya 1 Bl BE","Jakarta Pusat","15959","97422022121820221219100162"
"2022-12-19","sansscollection","BEATRICE EL","Jl Kb Jeruk 10","Jakarta Selatan","17233","10844202212172022121930199"
"2022-12-19","F2_Sweater","David Alexander Yuwono","Jl Dr Cipto 48 A","Kota Solo","15318","10847202212182022121980181"
"2022-12-19","SUN INDONESIA","Emily Stephana Djauhari","Jl Tabanas 22 Kompl Bank","Jakarta Pusat","17000","1085520221218202212199883"
"2022-12-19","Autad20","Basuiki Puspoputro","Jl Kb Jati C-14/54","Kota Bandung","17064","10235202212172022121924173"
"2022-12-19","Wakata Living","Ewik Hendri","Jl Jawa V Bl C/24","Jakarta Pusat","16677","994020221216202212191064"
"2022-12-19","perfect beauty","Benjamin Wong Siong Yuit","Jl Kenyeri","Kota Denpasar","15743","10225202212162022121937236"
"2022-12-19","msmo","Alwi Alatas","Jl Tanjung 2","Kota Solo","17087","1019720221217202212194129"
"2022-12-19","TheStore Collection","Andang Bachtiar","Jl Kedoya Akasia V Bl B/6 RT 006/04","Jakarta Utara","15394","9824202212182022121912141"
"2022-12-19","Waroeng Bako Depok","Ance Anggraeny","Jl Garuda Dlm I Bl B/47","Kota Bandung","16576","10116202212172022121911101"
"2022-12-19","Tissor Official","Darmoseputro","Jl Asia Afrika Plaza Senayan","Jakarta Pusat","15472","1094820221216202212197462"
"2022-12-19","Maybelline Official Shop","David Alexander Yuwono","Jl Dr Cipto 48 A","Kota Solo","15318","10103202212182022121980253"
"2022-12-19","Nazava Water Filters","Amaluddin Djambak","Jl Raya Kosambi 8","Jakarta Barat","15683","101022022121720221219832"
"2022-12-19","Tissor Official","Evert Jimmy Lengkong","Jl Jend Urip Sumohardjo 31 E","Jakarta Pusat","17061","10096202212162022121910162"
"2022-12-19","SanRes","Darwin Sutanto","Jl Cilincing Raya 43 A","Jakarta Pusat","17010","10095202212182022121978142"
"2022-12-19","DENPOO OFFICIAL STORE","Hioe Isenta and Ivy Lianawati","Jl Raya Alternatif Cibubur 23","Jakarta Pusat","17067","9848202212162022121911039"
"2022-12-19","GrosirPakaianRajut","Johan Arifkaja Adi Lesmana","Jl Kertanegara 4","Jakarta Barat","16588","109522022121820221219117186"
"2022-12-19","Bless Cosmetics ID","Christanto Santoso","JL. Kesehatan No. 3","Kota Sorong","17104","10071202212182022121956238"
"2022-12-19","luxcrime","Andi Gunawan Wibowo","Jl H Dilun Raya 113 Kel Ulujami Kec Pesanggrahan","Jakarta Utara","16276","9897202212182022121915227"
"2022-12-19","fuishop","Andi Pravidia Saliman","Jl Angkasa Bl B-7/8","Jakarta Utara","15829","9997202212172022121916260"
"2022-12-19","inayafashion","Mugijanto Sugijono","Jl Dahlia Bl E/6 Kompl Tmn Modern","Jakarta Selatan","15432","99272022121620221219124178"
"2022-12-19","Fesyana Store","Hiswara Natawindjaja","Jl Raya Cakung Cilincing Gud Inkopal","Jakarta Barat","17159","106072022121720221219112190"
"2022-12-19","Apotek Aulia Bekasi Utara","Darminto Hartono","Jl Setiabudi 186","Kota Bandung","17151","10653202212182022121972289"
"2022-12-20","lbagstore","Andi Gunawan Wibowo","Jl H Dilun Raya 113 Kel Ulujami Kec Pesanggrahan","Jakarta Utara","16276","1057520221218202212201510"
"2022-12-20","play with kiddos","Beatrice El","Jl Tambak Anakan 9","Kota Pasuruan","17022","9654202212172022122029113"
"2022-12-20","BEAUTYHAULINDO","BHAYANG SURYADIMADJA","Jl Gondangdia Lama 24","Jakarta Pusat","16116","9673202212192022122046243"
"2022-12-20","Troveast Official Store","Benny Tenges","Jl Gn Rahayu 1 A","Kota Bandung","16993","9676202212172022122040150"
"2022-12-20","To Sehat Jakarta","Irwan Hermanto","Jl Albaido I 29-30","Jakarta Barat","15246","97182022121720221220113247"
"2022-12-20","PANDA RETAIL SOLUTIONS","Bing Gondosubroto","Jl Prof Dr Latumeten 23","Jakarta Pusat","16339","974320221218202212204960"
"2022-12-20","T & W","Irwan Hermanto","Jl Albaido I 29-30","Jakarta Barat","15246","9770202212172022122011353"
"2022-12-20","STUDIO TROPIK","Aluinanto Sandjojo","Jl Inspeksi Saluran Kalimalang 9 A-B","Jakarta Pusat","16035","978020221218202212202226"
"2022-12-20","NOSH","Evi Wikarsa","Jl Dewi Sartika 357 C","Jakarta Pusat","15415","98332022121920221220103214"
"2022-12-20","Tunas Jaya Indotama","Evi Wikarsa","Jl Dewi Sartika 357 C","Jakarta Pusat","15415","98512022121920221220103111"
"2022-12-20","X-Urband Official","Darjoto Setyawan","Jl Stasiun 30 Kel Tanjung Gusta","Sumatera Utara","17130","9917202212172022122067124"
"2022-12-20","Deli Stationery","Beata Ida Hartono","Jl Tj Batu 21 J/11","Kota Pasuruan","16975","996620221219202212202856"
"2022-12-20","Maxim Official Store","Benjamin Wong Siong Yuit","Jl Kenyeri","Kota Denpasar","15743","998320221219202212203733"
"2022-12-20","Armani_collection.","Muhammad Aksa Mahmud","Jl Raya Semarang-Purwodadi Km 17 Semarang","Kota Solo","15494","100182022121920221220126121"
"2022-12-20","Y&S Collections","Ewik Hendri","Jl Jawa V Bl C/24","Jakarta Pusat","16677","100202022121920221220106210"
"2022-12-20","Water.Online.Shop","Efendi Boedhiman","Jl Pejaten Brt 10 A","Jakarta Selatan","16965","1003220221218202212208655"
"2022-12-20","MR12 Office","Andreas Andikha Bunanta","Jl Mampang Prapatan Raya 106 Plaza Basmar","Jakarta Selatan","16591","10043202212172022122023103"
"2022-12-20","ETC.OriginalSupply","Evi Hamdani","Jl Senen Raya Proy Senen Bl IV P-4/11","Jakarta Pusat","16417","100572022121820221220102168"
"2022-12-20","msmo","Bob Yanuar","Jl Percetakan Negara II 24","Jakarta Pusat","16675","10083202212172022122053129"
"2022-12-20","Apotek Bintang 7","Andi Achmad Dara","Jl Sumagung III Kav Bulak K/5","Jakarta Utara","16681","10093202212172022122014311"
"2022-12-20","ind_jaket999","Christian Leuchtenberg","Jl Puri Agung Mal Puri Indah Unit IU/1 C","Jakarta Pusat","17209","10117202212182022122058147"
"2022-12-20","happymartonline","Darwin Sutanto","Jl Cilincing Raya 43 A","Jakarta Pusat","17010","101182022121820221220789"
